planName,skillLevel,goal,equipment,durationMinutes,focus,exercises,exerciseDetails
Intermediate Stamina - 20+ minutes (Kettlebell),Intermediate,Stamina,Kettlebell,16,Stamina,Arm Circles;Butt Kicks;Jumping Jacks;Burpees;Plyometric Push-ups;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 78, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 85, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 96, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Burpees"", ""duration"": 41, ""sets"": 2, ""rest"": 30, ""category"": ""power""}, {""name"": ""Plyometric Push-ups"", ""duration"": 82, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 110, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Intermediate Power - 20+ minutes (Kettlebell),Intermediate,Power,Kettlebell,22,Power,Jumping Jacks;Leg Swings;Arm Circles;Kettlebell Swings;Mountain Climbers;Plyometric Push-ups,"[{""name"": ""Jumping Jacks"", ""duration"": 110, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 77, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 47, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Kettlebell Swings"", ""duration"": 93, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 78, ""sets"": 4, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 57, ""sets"": 4, ""rest"": 30, ""category"": ""power""}]"
Beginner Endurance - 20+ minutes (Gym),Beginner,Endurance,Gym,18,Endurance,Butt Kicks;High Knees;Jumping Jacks;Jogging;Shuttle Runs,"[{""name"": ""Butt Kicks"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 33, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 80, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 264, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}, {""name"": ""Shuttle Runs"", ""duration"": 139, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Intermediate Power - 20+ minutes (Gym),Intermediate,Power,Gym,25,Power,Arm Circles;Jumping Jacks;Battle Ropes;Plyometric Push-ups;Medicine Ball Slams;Kettlebell Swings,"[{""name"": ""Arm Circles"", ""duration"": 73, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 102, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Battle Ropes"", ""duration"": 54, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 76, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Medicine Ball Slams"", ""duration"": 109, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Kettlebell Swings"", ""duration"": 87, ""sets"": 4, ""rest"": 30, ""category"": ""power""}]"
Pro Stamina - 20+ minutes (None),Pro,Stamina,None,21,Stamina,Butt Kicks;High Knees;Arm Circles;Plyometric Push-ups;Burpees;Mountain Climbers;Tuck Jumps,"[{""name"": ""Butt Kicks"", ""duration"": 68, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 74, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 67, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 102, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Burpees"", ""duration"": 153, ""sets"": 2, ""rest"": 24, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 74, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Tuck Jumps"", ""duration"": 45, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Pro Fat Loss - 20+ minutes (Gym),Pro,Fat Loss,Gym,26,Fat Loss,Arm Circles;Leg Swings;Jumping Jacks;Kettlebell HIIT,"[{""name"": ""Arm Circles"", ""duration"": 102, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 123, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Kettlebell HIIT"", ""duration"": 390, ""sets"": 3, ""rest"": 24, ""category"": ""fatloss""}]"
Intermediate Endurance - 5-10 minutes (None),Intermediate,Endurance,None,8,Endurance,Leg Swings;Shuttle Runs,"[{""name"": ""Leg Swings"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 123, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Pro Fat Loss - 20+ minutes (None),Pro,Fat Loss,None,26,Fat Loss,Arm Circles;Leg Swings;High Knees;Tabata Intervals,"[{""name"": ""Arm Circles"", ""duration"": 68, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 105, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tabata Intervals"", ""duration"": 414, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Pro Endurance - 20+ minutes (Gym),Pro,Endurance,Gym,25,Endurance,Arm Circles;Jumping Jacks;Swimming,"[{""name"": ""Arm Circles"", ""duration"": 72, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 118, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Swimming"", ""duration"": 647, ""sets"": 2, ""rest"": 16, ""category"": ""endurance""}]"
Pro Power - 5-10 minutes (None),Pro,Power,None,6,Power,Leg Swings;Plyometric Push-ups,"[{""name"": ""Leg Swings"", ""duration"": 83, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 54, ""sets"": 4, ""rest"": 24, ""category"": ""power""}]"
Pro Endurance - 5-10 minutes (Kettlebell),Pro,Endurance,Kettlebell,7,Endurance,Jumping Jacks;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 126, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 146, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Stamina - 10-20 minutes (Gym),Beginner,Stamina,Gym,8,Stamina,High Knees;Butt Kicks;Leg Swings;Burpees,"[{""name"": ""High Knees"", ""duration"": 37, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 39, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 58, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Burpees"", ""duration"": 77, ""sets"": 3, ""rest"": 39, ""category"": ""power""}]"
Intermediate Stamina - 5-10 minutes (None),Intermediate,Stamina,None,7,Stamina,Leg Swings;Mountain Climbers;Plyometric Push-ups,"[{""name"": ""Leg Swings"", ""duration"": 76, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 106, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 38, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Beginner Fat Loss - 20+ minutes (Kettlebell),Beginner,Fat Loss,Kettlebell,8,Fat Loss,Jumping Jacks;High Knees;Butt Kicks;Jump Squats,"[{""name"": ""Jumping Jacks"", ""duration"": 79, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 31, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 32, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 51, ""sets"": 4, ""rest"": 39, ""category"": ""power""}]"
Intermediate Power - 5-10 minutes (Gym),Intermediate,Power,Gym,6,Power,Jumping Jacks;Explosive Lunges,"[{""name"": ""Jumping Jacks"", ""duration"": 112, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 67, ""sets"": 3, ""rest"": 30, ""category"": ""power""}]"
Intermediate Stamina - 5-10 minutes (Kettlebell),Intermediate,Stamina,Kettlebell,8,Stamina,Leg Swings;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 90, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 105, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Beginner Power - 10-20 minutes (Gym),Beginner,Power,Gym,2,Power,Jumping Jacks;Arm Circles,"[{""name"": ""Jumping Jacks"", ""duration"": 83, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 35, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Beginner Endurance - 10-20 minutes (None),Beginner,Endurance,None,17,Endurance,High Knees;Leg Swings;Butt Kicks;Jogging;Shuttle Runs,"[{""name"": ""High Knees"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 38, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 199, ""sets"": 3, ""rest"": 26, ""category"": ""endurance""}, {""name"": ""Shuttle Runs"", ""duration"": 74, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Pro Stamina - 20+ minutes (None),Pro,Stamina,None,23,Stamina,Leg Swings;High Knees;Jumping Jacks;Fartlek Training;Broad Jumps,"[{""name"": ""Leg Swings"", ""duration"": 117, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 98, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 132, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Fartlek Training"", ""duration"": 406, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Broad Jumps"", ""duration"": 92, ""sets"": 2, ""rest"": 24, ""category"": ""power""}]"
Beginner Stamina - 20+ minutes (Gym),Beginner,Stamina,Gym,25,Stamina,High Knees;Jumping Jacks;Butt Kicks;Cycling;Rowing Machine,"[{""name"": ""High Knees"", ""duration"": 44, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 53, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Cycling"", ""duration"": 358, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}, {""name"": ""Rowing Machine"", ""duration"": 182, ""sets"": 3, ""rest"": 26, ""category"": ""endurance""}]"
Beginner Stamina - 5-10 minutes (Kettlebell),Beginner,Stamina,Kettlebell,7,Stamina,Jumping Jacks;Jogging,"[{""name"": ""Jumping Jacks"", ""duration"": 74, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 165, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}]"
Pro Fat Loss - 5-10 minutes (Gym),Pro,Fat Loss,Gym,8,Fat Loss,Leg Swings;Box Jumps,"[{""name"": ""Leg Swings"", ""duration"": 96, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Box Jumps"", ""duration"": 111, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Pro Power - 20+ minutes (Kettlebell),Pro,Power,Kettlebell,26,Power,Jumping Jacks;Butt Kicks;High Knees;Tuck Jumps;Explosive Lunges;Jump Squats,"[{""name"": ""Jumping Jacks"", ""duration"": 153, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 74, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 107, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tuck Jumps"", ""duration"": 68, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Explosive Lunges"", ""duration"": 143, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Jump Squats"", ""duration"": 42, ""sets"": 4, ""rest"": 24, ""category"": ""power""}]"
Beginner Power - 5-10 minutes (Kettlebell),Beginner,Power,Kettlebell,5,Power,High Knees;Leg Swings;Jump Squats,"[{""name"": ""High Knees"", ""duration"": 48, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 24, ""sets"": 4, ""rest"": 39, ""category"": ""power""}]"
Beginner Power - 5-10 minutes (None),Beginner,Power,None,2,Power,Arm Circles;Jumping Jacks,"[{""name"": ""Arm Circles"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 44, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Intermediate Endurance - 10-20 minutes (Kettlebell),Intermediate,Endurance,Kettlebell,3,Endurance,Jumping Jacks;Arm Circles,"[{""name"": ""Jumping Jacks"", ""duration"": 103, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 47, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Pro Power - 10-20 minutes (Kettlebell),Pro,Power,Kettlebell,10,Power,Jumping Jacks;Arm Circles;Plyometric Push-ups,"[{""name"": ""Jumping Jacks"", ""duration"": 85, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 92, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 88, ""sets"": 4, ""rest"": 24, ""category"": ""power""}]"
Intermediate Fat Loss - 5-10 minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,3,Fat Loss,Jumping Jacks;Plyometric Push-ups,"[{""name"": ""Jumping Jacks"", ""duration"": 85, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 47, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Intermediate Fat Loss - 10-20 minutes (None),Intermediate,Fat Loss,None,15,Fat Loss,Jumping Jacks;Leg Swings;Tuck Jumps;Mountain Climbers;Plyometric Push-ups,"[{""name"": ""Jumping Jacks"", ""duration"": 112, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 64, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tuck Jumps"", ""duration"": 43, ""sets"": 2, ""rest"": 30, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 120, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 71, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Intermediate Fat Loss - 10-20 minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,16,Fat Loss,Leg Swings;Jumping Jacks;Broad Jumps;Jump Squats;Tuck Jumps,"[{""name"": ""Leg Swings"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Broad Jumps"", ""duration"": 72, ""sets"": 2, ""rest"": 30, ""category"": ""power""}, {""name"": ""Jump Squats"", ""duration"": 79, ""sets"": 4, ""rest"": 30, ""category"": ""power""}, {""name"": ""Tuck Jumps"", ""duration"": 40, ""sets"": 4, ""rest"": 30, ""category"": ""power""}]"
Beginner Power - 10-20 minutes (Gym),Beginner,Power,Gym,16,Power,Butt Kicks;Leg Swings;Arm Circles;Mountain Climbers;Shuttle Runs,"[{""name"": ""Butt Kicks"", ""duration"": 41, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 59, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 41, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Shuttle Runs"", ""duration"": 91, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Endurance - 10-20 minutes (Kettlebell),Beginner,Endurance,Kettlebell,16,Endurance,Leg Swings;Arm Circles;Jumping Jacks;Brisk Walking,"[{""name"": ""Leg Swings"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 59, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Brisk Walking"", ""duration"": 254, ""sets"": 3, ""rest"": 26, ""category"": ""endurance""}]"
Intermediate Endurance - 5-10 minutes (None),Intermediate,Endurance,None,8,Endurance,Leg Swings;HIIT Sprints,"[{""name"": ""Leg Swings"", ""duration"": 88, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""HIIT Sprints"", ""duration"": 188, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Pro Stamina - 10-20 minutes (Gym),Pro,Stamina,Gym,16,Stamina,Arm Circles;Jumping Jacks;Plyometric Push-ups;Shuttle Runs,"[{""name"": ""Arm Circles"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 140, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 107, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Shuttle Runs"", ""duration"": 174, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Power - 20+ minutes (Kettlebell),Intermediate,Power,Kettlebell,28,Power,Butt Kicks;Jumping Jacks;Leg Swings;Explosive Lunges;Broad Jumps;HIIT Sprints,"[{""name"": ""Butt Kicks"", ""duration"": 63, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 110, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 74, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 61, ""sets"": 4, ""rest"": 30, ""category"": ""power""}, {""name"": ""Broad Jumps"", ""duration"": 30, ""sets"": 4, ""rest"": 30, ""category"": ""power""}, {""name"": ""HIIT Sprints"", ""duration"": 198, ""sets"": 4, ""rest"": 30, ""category"": ""stamina""}]"
Pro Power - 10-20 minutes (None),Pro,Power,None,13,Power,Arm Circles;Jumping Jacks;Jump Squats;Broad Jumps,"[{""name"": ""Arm Circles"", ""duration"": 63, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 137, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 84, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Broad Jumps"", ""duration"": 83, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Intermediate Stamina - 5-10 minutes (Gym),Intermediate,Stamina,Gym,6,Stamina,Jumping Jacks;Mountain Climbers;Plyometric Push-ups,"[{""name"": ""Jumping Jacks"", ""duration"": 119, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 47, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 52, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Intermediate Power - 10-20 minutes (Kettlebell),Intermediate,Power,Kettlebell,15,Power,Leg Swings;High Knees;Plyometric Push-ups;Broad Jumps;Tuck Jumps,"[{""name"": ""Leg Swings"", ""duration"": 88, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 71, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 69, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Broad Jumps"", ""duration"": 46, ""sets"": 4, ""rest"": 30, ""category"": ""power""}, {""name"": ""Tuck Jumps"", ""duration"": 42, ""sets"": 3, ""rest"": 30, ""category"": ""power""}]"
Beginner Fat Loss - 5-10 minutes (Kettlebell),Beginner,Fat Loss,Kettlebell,7,Fat Loss,Jumping Jacks;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 82, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 66, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Pro Fat Loss - 5-10 minutes (Kettlebell),Pro,Fat Loss,Kettlebell,8,Fat Loss,High Knees;Explosive Lunges,"[{""name"": ""High Knees"", ""duration"": 81, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 114, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
